qid, Subject,Year, section, Question,Option A,Option B,Option C,Option D,Correct,Explanation,Image, passage
41,biology,2016,Biology,ኣብ ምድረ በዳ፦,ብቖፅሎም ኣቢሎም ብዙሕ ማይ ዘህፍፉ ተኽልታት ይርከቡ።,ገፊሕ ቖፅሊ ዘለዎም ተኽልታት ይርከቡ።,ኣብ ማዓልቲ ሰለስተ ግዘ ማይ ዝሰትዩ እንስሳት ይርከቡ።,ናይ ቀትሪ ሓያል ሃሩር ክፃወሩ ዝኽእሉን ብቐሊሉ ኣብ ንእሽተይ ነገር ከፅልሉ ዝኽእሉን እንስሳት ይርከቡ።,D,,
42,biology,2016,Biology,"ግደይ ናብ ሜዳ ብምኻድ እዞም ዝስዕቡ ተኽልታት ኣኪቡ ንበል።
1. ሞስ
2. ምሽላ ባሕሪ
3. ፈርን
4. ሮዝ
5. ኮኒፈር
6. ቀላሚጦስ

እዞም ኣብ ላዕሊ ዘሎዉ ተኽልታት ዓምበብትን ዘይዓምበብትን ብምባል ክምድቦም እንድሕር ደልዩ ""ዓምበብቲ"" ወኪሎም ዝሓዙ ቁፅርታት ኣየንኦም እዮም?",1 ፣ 2 ን 3ን,3 ፣ 4 ን 5ን,2 ፣ 4 ን 6ን,2 ፣ 3ን 5ን,C,,
43,biology,2016,Biology,ሕማም ዓሶ ዘምፅኡ ታህዋስያን እንታይ ይበሃሉ?,ኣሜባ,ፕላዝምድየም,ባክተርያ,ቫይረስ,B,,
44,biology,2016,Biology,ካብዞም ዝስዕቡ ካልኣይ ብርኪ መፍለዪ ኣንስታይ ፆታ ዝኾነ ኣየናይ እዩ?,ምግዛፍ ጡብ,ምህላው ማህደር እንቁላሊሕ,ምህላው ብልዕቲ,ምህላው ማህፀን,A,,
45,biology,2016,Biology,ዋህዮታት ዘርኢ ተባዕታይ ዝፍልፍልሉ ኣካል ምርባሕ ____ ተባሂሉ ይፅዋዕ?,ቱቦታት ሰሚኒፈረሰ,ቱቦታት ኤፒዲድምስ,ብልዕቲ,ቫስደፈረንስ,,,
46,biology,2016,Biology,ዋህዮታት እንስሳ ምስ ዋህዮታት ተኽሊ እንትነፃፀሩ፣ ዋህዮታት እንስሳ፦,ክሎሮፊል ኣለዎም።,ግድግዳ ዋህዮ ኣለዎም።,ዓብይ ቫክዩል ኣለዎም።,መጠኖም ኣናእሽተይ እዮም።,D,,
47,biology,2016,Biology,ካብዞም ዝስዕቡ መንበሪ ህይወታዊያን ዝወሓደ በዝሒ እንስሳትን ተኽልታትን ዘለዎ እየናይ እዩ?,ምድረ ሳዕሪ,ምድረ በዳ,ኣግራብ ትሮፒካ,ቴምፕሬት,B,,
48,biology,2016,Biology,ካብዞም ዝስዕቡ መፍለዪ ጂምኖስፐርም ዝኾነ ኣየናይ እዩ?,ምህላው ኮን,ምህላው ዕንበባ,ምህላው ሽፋን ዘለዎም ዘርእታት,ምህላው ገፋሕቲ ኣቑፅልቲ,A,,
49,biology,2016,Biology,ፈርን ካብ ሞስን ሊቨርዎርትስን ብምንታይ ይፍለዪ?,ሃመልማል ስለዘለዎምን ምግቦም ስለዘዳልዉን,ቱቦታት መጓዓዝያ ስለዘይብሎም,ብኢ-ፆታዊ ምርባሕ ጥራሕ ስለዝራብሑ,ሱር ፣ ጉንድን ቆፅልን ስለዘለዎም,D,,
50,biology,2016,Biology,ኣብ ዉሽጢ ቆፎ ንህቢ ዝለዓለ ቁፅሪ ሒዞም ዝርከቡ ኣየኖት እዮም?,ሹም ንህቢ,ዕንዝር ንህቢ,ሰራሕተኛታት ንህቢ,ኩሎም ማዕረ በዝሒ ኣለዎም,C,,
51,biology,2016,Biology,ዘይንቀሳቀስ መጋጥም ዝርከበሉ ክፋል ስርዓተ ኣስከሬን ኣየናይ እዩ?,ዓንዲ ሑቖ,ሽክና ርእሲ,መሓዉር,መሰንገል,B,,
52,biology,2016,Biology,ብዛዕባ ዑደት ፅግያት ትኽክል ዝኾነ መማረፂ ፍለዩ፡፡,ዑደተ ፅግያት ዉህደት ዘርእታት እንተዘይሃልዩ ይኽሰት።,ንዑደተ ፅግያት ወሰንቲ ሆርሞናት ቴስተስትሮንን ኣንድሮጅንን እዮም።,ዑደተ ፅግያት ኣብ ኣዋን ጥንሲ ይኽሰት እዩ።,ዑደተ ፅግያት ዕድመ ልክዕ ዝካየድ ክስተት እዩ።,A,,
53,biology,2016,Biology,ትኽክለኛ ቅደም ስዓብ ዑደት ማይ ዝሓዘ መማረፂ ኣየናይ እዩ?,ማይ ➛ ዝሕለተ ሃፋ ➛ ህፈት ➛ ደመና ➛ ዝናብ ➛ ማይ,ማይ ➛ ደመና ➛ ህፈት ➛ ዝሕለተ ሃፋ ➛ ዝናብ ➛ ማይ,ማይ ➛ ዝሕለተ ሃፋ ➛ ደመና ➛ ህፈት ➛ ዝናብ ➛ ማይ,ማይ ➛ ህፈት ➛ ዝሕለተ ሃፋ ➛ ደመና ➛ ዝናብ ➛ ማይ,D,,
54,biology,2016,Biology,ዉህደት ዘርኢ ተባዕታይን ኣንስታይን ዝካየደሉ ኣካል ስርዓተ ምርባሕ እንታይ ይበሃል?,ብልዕቲ ኣንስታይ,ኣፍ ማህፀን,ማህፀን,ሸምባቆ ማህፀን,D,,
55,biology,2016,Biology,ኣብ ስነ ህይወት ካብ እንጥቀመሎም ዉፅኢታት ቴክኖሎጂ ኮይኑ ድፍኢት ደም ንምዕቃን ዝጠቅም መሳርሒ እንታይ ይባሃል?,ቴርሞ ሜትር,ባይኖክላር,ሲግሞማኖሜትር,ስቴተስኮፕ,C,,
56,biology,2016,Biology,ዉህደ ብርሃን ዝካየደሉ ክፍሊ ኣካል ተኽሊ እንታይ ይበሃል?,ሱር,ቆፅሊ,ዕምበባ,ጉንዲ,B,,
57,biology,2016,Biology,ዝነዉሐ እዋን ምልኦ ዘለዋ እንስሳ ኣየነይቲ እያ?,ፈረስ,ላሕሚ,ግመል,በጊዕ,C,,
58,biology,2016,Biology,ዓይነት ስንን ግደ ስርሑን ብትኽክል ዝተዛመደ ኣየናይ እዩ?,መሪሕ ስኒ ➛ ምሕያኽን ምዉጋእን,ኩርምቲ ➛ ምንካስን ምሕያኽን,ኩርምቲ ሓይሊ ➛ ምድቃቕን ምቕዳድን,ዓቃቢቶ ➛ ምቕዳድን ምዉጋእን,D,,
59,biology,2016,Biology,ኤች ኣይ ቪ ኤድስ ክመሓላለፈሉ ዘይኽእል መንገዲ ኣየናይ እዩ?,ብዝተበከለ ደም,ሰብ ዝተጠቐመሉ መርፍእ/ስሪንጋ ምጥቃም,ብንክሲት ጣንጡ,ብፀባ ጡብ,C,,
60,biology,2016,Biology,ቀመር ስኒ ሓንቲ መጥበዊት እንስሳ መ=[[0/2]]፣ ዓ=[[1/1]]፣ ኩ=[[2/2]]፣ ኩሓ=[[2/2]] እንተኾይኑ ጠቕላላ በዝሒ ኣስናን ክንደይ እዩ?,24,32,13,26,A,,
1,chemistry,2016,Chemistry,ኬሚስትሪ ምስ ስነ-ህይወት ዘሎዎ ርክብ ዘፅንዕ ዓዉደ ፍልጠት ኣየናይ እዩ?,ጂኦኬሚስትሪ,ባዮኬሚስትሪ,ፊዚካል ኬሚስትሪ,ትንተና ኬሚስትሪ,B,,
2,chemistry,2016,Chemistry,ሓፈሻዊ ፎርሙላ ኣልካይናት ኣየናይ እዩ?,C~ሀ~H~2ሀ+2~ ,C~ሀ~H~2ሀ~,C~ሀ~H~2ሀ-2~,C~ሀ~H~2ሀ+1~,C,,
3,chemistry,2016,Chemistry,መግለፂ ኬሚካዊ ፀባያት ዓዉደ ኣካላት ዝኾነ ኣየናይ እዩ?,መልክዕ ኣካል,ዓቕሚ ምምሕልላፍ ኤለክትሪክ,ፃዕቒ ዓዉደ ኣካላት,ክእለት ምዉህሃድ,D,,
4,chemistry,2016,Chemistry,ሳልፈር ትራይኦክሳይድ ምስ ማይ እንትወሃሃድ ዝፍጠር ወሁድ ኣየናይ እዩ?,ሳልፈሪዮስ ኣሲድ,ሳልፎኒክ ኣሲድ,ሳልፈሪክ ኣሲድ,ክወሃሃድ ኣይኽእልን,C,,
5,chemistry,2016,Chemistry,ኣብ ድፍድፍ ዘይቲ ዝርከቡ ጋዛት-ተፈጥሮ ንምፍላይ እንጥቀመሉ ኣገባብ እንታይ ይበሃል?,ምህፋፍ,ምፅራይ,ዝሕፈት,ፅራረ,C,,
6,chemistry,2016,Chemistry,ርዝነትን ፍኹሰትን ዓዉደ ኣካል ዝገልፅ ኣየናይ እዩ?,ነጥቢ ምከት,ፃዕቒ,ክብደት,ነጥቢ ፍላሕ,B,,
7,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ዉሁዳት ግዝያዊ ጎምዳድ ማይ ዝፈጥር ዉሁድ ኣየናይ እዩ?,Mg(HCO~3~)~2~,MgSO~4~,CaCl~2~,CaSO~4~,A,,
8,chemistry,2016,Chemistry,ፈሳሲ ናብ ደረቕ ዝቕየረሉ ከይዲ ኣየናይ እዩ?,ዝሕለት,ምፍላሕ,ምከት,ርግኣት,D,,
9,chemistry,2016,Chemistry,"0.5 ሞል ካልስየም ሃይድሮክሳይድ ክንደይ ግራም እዩ? (H=1, O=16, Ca=40 [[ግ/ሞል]])",33,36,14.25,37,D,,
10,chemistry,2016,Chemistry,መጠን ፒኤች መንጎኛ ብፅባፅ ክንደይ እዩ?,ልዕሊ 7,7,ትሕቲ 7,ዜሮ,B,,
11,chemistry,2016,Chemistry,ሓውሲ/ክፋል ብረታዊ ባእታ ዝኾነ ዓውደ ኣካል ኣየናይ እዩ?,ዚንክ,ሳልፈር,ቦሮን,ካልሽየም,C,,
12,chemistry,2016,Chemistry,ፌኖልፍታሊን ናብ ብፅባፅ ቤዝ እንትኣቱ ናበየናይ ሕብሪ ይቅየር?,ቀይሕ,ሰማያዊ,ሕብሪ ኣልቦ,ብጫ,A,,
13,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ፎርሙላታት፣ ኢምፔሪካል ፎርሙላ ዝኾነ ኣየናይ እዩ?,C~2~H~12~O~6~,C~2~H~4~O~2~,C~3~H~5~O,C~6~H~12~O~6~,C,,
14,chemistry,2016,Chemistry,ኣብ ልሙድ ኩነታት ብመልክዕ ፈሳሲ ዝርከብ ኢ-ብረታዊ ባእታ ኣየናይ እዩ?,ብሮሚን,ክሎሪን,ናይትሮጅን,ሜርኩሪ,A,,
15,chemistry,2016,Chemistry,ንመስርሒ ሽምዓን ቫዝሊንን ዝጠቅም ሃይድሮካርበን ኣየናይ እዩ?,ፓራፊን ዋክስ,ቅብኣ ዘይቲ,ጋዞሊን,ቡቲሜን,A,,
16,chemistry,2016,Chemistry,ብዛዕባ ወሁዳት ዘይገልፅ ሓሳብ ኣየናይ እዩ?,ዝፍጠር ሓድሽ ኣካል እዩ።,ፀባይ ዝመስረትዎ ኣካላት ኣይሕዝን።,ብፊዚካዊ ኣገባብ ይዳሎ።,ብቀሊሉ ናብ ዝነበሮ ኣይምለስን።,C,,
17,chemistry,2016,Chemistry,"0.25 ሞል NO~2~ ክንደይ ሞለክዩላት NO~2~ ዝሓዘ እዩ? (O=16, N=14 [[ግ/ሞል]])",15.05 x 10²²,15.05 x 10²³,1.505 x 10²¹,0.1505 x 10²²,A,,
18,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኣሎትሮፒ ዲን ዘይኮነ ኣየናይ እዩ?,ሮሆምቢክ,ሞኖክሊኒክ,ፕላስቲክ,ፖሊክሊኒክ,D,,
19,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ዓውደ ኣካላት ኣብ ማይ ቤዛዊ ብፅባፅ ዝህብ ኣየናይ እዩ?,ካርቦን ዳይኦክሳይድ,ኣሞኒያ,ሶድየም ክሎራይድ,ሃይድሮጅን ኦክሳይድ,B,,
20,chemistry,2016,Chemistry,"ካብዞም ዝስዕቡ መማረፂታት ዝተሓተ በዝሒ ሞል ዝሓዘ ኣየናይ እዩ? (H=1, O=16, Ca=40, N=14)",2.0 ግ ሃይድሮጅን ጋዝ,2.0 ግ ኦክስጅን ጋዝ,2.0 ግ ናይትሮጅን ጋዝ,2.0 ግ ካልስየም,D,,
21,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኣካላት ልሉይ ሕዋስ ዝኾነ ኣየናይ እዩ?,ብፅባፅ ኣሲድ,ፀባ,ፅሩይ ኣየር,ኣረቂ,B,,
22,chemistry,2016,Chemistry,ኣብ ምፅራይ ማይ ረብሓ ክሎሪን እንታይ እዩ?,ልስሉስ ማይ ንምፍጣር,ባክተርያታት ንምቕታል,ጥዑም ጨና ንኽህልዎ,ኣዝዮም ደቀቕቲ ኣካላት ንምዉጋድ,B,,
23,chemistry,2016,Chemistry,ኣብነት ኬሚካዊ ለዉጢ ዝኾነ ኣየናይ እዩ?,ውህደ ብርሃን,ምምካኽ ሓፂን,ምህፋፍ ማይ,ምስብባር ዕንጨቲ,A,,
24,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኬሚካዊ ምዕሪት ፍርሰተ ዋዒ ዝኾነ ኣየናይ እዩ?,Ca + Cl~2~ ➛ CaCl~2~,Hg(NO~3~)~2~ + 2NaI ➛ HgI~2~ + 2NaNO~3~,Zn + H~2~SO~4~ ➛ ZnSO~4~ + H~2~,CaCO~3~ ➛ CO~2~ + CaO,D,,
25,chemistry,2016,Chemistry,ሕዋስ ሑፃን ጨውን ንምፍላይ እንጥቀመሎም ሜላታት ብቀደም ስዓብ ዝሓዘ መማረፂ፦,ዝሕፈትን ምፅራርን,ህፈትን ፅራረን,ምፅራርን ህፈትን,ዝሕፈትን ፅራረን,C,,
26,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ መማረፂታት ሓፊስ ድኹም ቤዛዊ ብፅባፅ ዝሓዘ ኣየናይ እዩ?,80% NaOH,60% NH~4~OH,25% LiOH,98% KOH,B,,
27,chemistry,2016,Chemistry,ሽም ባእታታት ብሓፂር መንገዲ ዝዉከለሉ ኣገባብ እንታይ ይበሃል?,ኬሚካዊ ፎርሙላ,ኬሚካዊ ምልክት,ኬሚካዊ ምዕሪት,ኬሚካዊ ዉዳነ,B,,
28,chemistry,2016,Chemistry,"ሞለኩዩላዊ መጠን ኣካል ሳልፈሪዮስ ኣሲድ ክንደይ እዩ? (H=1, O=16, S=32 [[ግ/ሞል]])",82 [[ግ/ሞል]],64 [[ግ/ሞል]],72 [[ግ/ሞል]],98 [[ግ/ሞል]],A,,
29,chemistry,2016,Chemistry,ብዛዕባ ቁፅሪ ዓቕሚ ዉህደት ብትኽክል ዝገልፅ ሓሳብ ኣየናይ እዩ?,ኩሎም ባእታታት ሓደ ዓይነት ዓቅሚ ውህደት ኣለዎም።,ሓደ ባእታ ካብ ሓደ ንላዕሊ ቫላንሲ ክህልዎ ኣይኽእልን።,ኣብ ውሽጢ ኒዩክለስ ብዝርክቡ ፕሮቶናት ይዉሰን።,ዓቕሚ ምዉህሃድ ባእታታት እዩ።,D,,
30,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ሓሳባት ብዛዕባ ኦክስጅን ትኽክለኛ ሓሳብ ዝኾነ ኣየናይ እዩ?,ዝለዓለ መጠን ካብ ባሕሪ ይርከብ።,ምስ ብረታዉያን ተዋሃሂዱ ሃይድራይድ ይህብ።,ካብ ማይ ኤለክትሪክ ብምጥቃም ይዳሎ።,ሓፂን ንምፅራይ ይጠቅም።,B,,
31,chemistry,2016,Chemistry,ብዛዕባ ራዲካላት ብዝበለፀ ዝገልፅ ሓሳብ ኣየናይ እዩ?,ልዕሊ ክልተ ዝተፈላለዩ ኣቶማት ዝሓዙ እዮም።,ካብ ሓደ ዓይነት ኣቶማት ይፍጠሩ።,ምልኢት ኣልቦ ኣካላት እዮም።,ሒሳባዊ ምልክት እዩ።,A,,
32,chemistry,2016,Chemistry,ኣብ ቤተ-ፈተነ ካብ ክንገብሮ ዝግበኣና ጥንቃቐ ሓደ ዘይኮነ ኣየናይ እዩ?,መከላኸሊ መነፅር ምግባር,ማይ ናብ ኣሲድ ምዉሳኽ,ክዳን ቤተ-ፈተነ ምኽዳን,ኬሚካላት ከዲንካ ምቅማጥ,B,,
33,chemistry,2016,Chemistry,ኬሚካዊ ፎርሙላ ፌርዮስ ክሎራይድ ኣየናይ እዩ?,FeCl~3~,FeCl,FeCl~2~,FeCl~4~,C,,
34,chemistry,2016,Chemistry,ጠቕላላ በዝሒ ኣቶማት ኦክስጅን ኣብ 3Ca(NO~3~)~2~ ክንደይ እዩ?,6,10,4,18,D,,
35,chemistry,2016,Chemistry,ኬሚካዊ ፎርሙላን ኣስማቶምን ብትኽክል ዝተፃመዱ ዝሓዘ መማረፂ፦,C~2~H~4~ ➛ ኢቴን,C~4~H~10~ ➛ ቡቴን,C~3~H~8~ ➛ ፕሮፓይን,C~5~H~8~ ➛ ፕሮፒን,B,,
36,chemistry,2016,Chemistry,ማግኒዥየም ምስ ናይትሮጅን ጋዝ እንትወሃሃድ፣ ማግኒዥየም ናይትራይድ ይፈጥር። ናይዚ ምዉህሃድ ዝተመጣጠነ ኬሚካዊ ምዕሪት እንትፅሓፍ፣ ኣብ ቅድሚ ማግኒዥየም ዝፅሓፍ ቁፅሪ ክንደይ እዩ?,3,2,4,1,A,,
37,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ሓሳባት ንክልሰ ሓሳብ ኣቶም ዳልተን ዘይገልፅ ሓሳብ ኣየናይ እዩ?,ኩሎም ኣካላት ካብ ኣቶማት ይህነፁ።,ኣቶማት ክፍጠሩን ክጠፍኡን ይኽእሉ።,ኣቶማት ብዉሱን መጠነ ዝምድና ይወሃሃዱ።,ኣብ ሳይንስ መሰረት ዝገበረ ክልሰ ሓሳብ እዩ።,B,,
38,chemistry,2016,Chemistry,ኣብ ኒዩክለስ ዝርከቡ መሰረታዊ ፓርቲክላት ኣቶም ዝሓዘ መማረፂ፦,ፕሮቶንን ኤለክትሮንን,ኒዉትሮንን ኤለክትሮንን,ኒዉትሮንን ፕሮቶንን,ኤለክትሮን ጥራሕ,C,,
39,chemistry,2016,Chemistry,ኣብ ^31^~15~P^+3^ በዝሒ ኒዉትሮን፣ በዝሒ ኤለክትሮን፣ በዝሒ ፕሮቶን ብቅደም ስዓብ ዝሓዘ መማረፂ፦,16 ፣ 12 ፣ 15,18 ፣ 15 ፣ 31,16 ፣ 10 ፣ 15,29 ፣ 15 ፣ 15,A,,
40,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኢ-ብረታዉያን ባእታታት ብመልክዕ ኣሎትሮፒ ዘይርከብ ኣየናይ እዩ?,ካርበን,ኦክስጅን,ፎስፎረስ,ናይትሮጅን,D,,
41,chemistry,2016,Chemistry,መጠን ናይትሮጅን ጋዝ ኣብ ኣየር ክንደይ ሚኢታዊ እዩ?,46.6,78,21,0.03,B,,
42,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ንዲዩትሪየም ዝዉክል ኣየናይ እዩ?,¹₁H,¹₀H,²₁H,³₁H,C,,
43,chemistry,2016,Chemistry,"ማግኒዝየም ሰለስተ ተፈጥሮኣዊ ኣይሶቶፖት (Mg−24, Mg−25, Mg−26) ኣለዉዎ። ናይቶም ቀዳሞት ክልተ ብተፈጥሮ ዝርከብሉ ሚኢታዊ 78.70% ን 10.13% እንትኾኑ፣ ኣቶማዊ መጠን ኣካል ማግኒዝንየም ክንደይ እዩ?",21.68,24.78,24.03,24.32,D,,
44,chemistry,2016,Chemistry,ካብ ሕዋስ 75% ጥርቀለምን 25% ቲን ዝዳሎ ዓይነት ኣሎይ መን ይበሃል?,ብሮንዝ,ሶልደር,ብራስ,ዱራላሚን,A,,
45,chemistry,2016,Chemistry,ዓንኬል-M ክሕዞ ዝኽእል ዝለዓለ በዝሒ ኤሌክትሮን ክንደይ እዩ?,10,8,2,18,D,,
46,chemistry,2016,Chemistry,ኣሉምኒየም ንመስርሒ ኣቁሑት መጓዓዝያ ማይ ዝዉዕለሉ ምኽንያት እንታይ እዩ?,ሕሳር ብምዃኑ,ብዝለዓለ መጠን ስለዝርከብ,ፎኲስን ዘይምርትን ስለዝኾነ,ንምድላዉ ቀሊል ብምዃኑ,C,,
47,chemistry,2016,Chemistry,ፖታሽየም ኣቶማዊ ኣሃዝ 19 እንተኾይኑ፣ ናይዚ ኣቶም ትኽክለኛ ኣሰራርዓ ኤለክትሮን  ኣየናይ እዩ?,2 ፣ 8 ፣ 18 ፣ 11,2 ፣ 8 ፣ 9,2 ፣ 8 ፣ 8 ፣ 21,2 ፣ 8 ፣ 8 ፣ 1,D,,
48,chemistry,2016,Chemistry,ባእታታት ሶድየምን ፖታሽየምን ኣብ ምንታይ ይዕቀቡ?,ማይ,ሃይድሮካርበን,ኣየር,ራህዲ,B,,
49,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ሓሳባት ብዛዕባ ኤለክትሮን መወዳእታ ዝገልፅ ሓሳብ ኣየናይ እዩ?,ተንቀሳቀስቲ ኤለክትሮናት እዮም።,ምስ በዝሒ ቫላንሲ ማዕረ እዩ።,በዝሒ ፕሮቶናት ሓደ ኣቶም እዮም።,ድምር በዝሒ ኤለክትሮናት ሓደ ኣቶም እዩ።,B,,
50,chemistry,2016,Chemistry,ባእታ ምስ ዝርከበሉ ማዓድን ብትኽክል ዝተፃመደ ዝሓዘ መማረፂ ኣየናይ እዩ?,ጥርቀለም ➛ ቻልኮሳይት,ማግኒዥየም ➛ ሄማታይት,ፖታስየም ➛ ቦክሳይት,ወርቂ ➛ ኣርጀንታይት,A,,
51,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኣቶማዊ ኣሃዝ ምስ ኣቶማዊ ኣሃዝ 11 ኣብ ተመሳሳሊ ኣርኬ ዝምደብ ኣየናይ እዩ?,10,19,17,9,C,,
52,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ዝምድናዊ ምክትታል ኣልኬን ዘይኮነ ዓውደ ኣካል ኣየናይ እዩ?,C~2~H~6~,C~5~H~12~,C~3~H~8~,C~4~H~8~,D,,
53,chemistry,2016,Chemistry,ሓባራዊ ሽም ጉጅለ ሽድሽተ ወኪል ባእታታት እንታይ ተባሂሎም ይፅዉዑ?,ስድራ ቦሮን,ስድራ ኦክስጅን,ሃሎጅናት,ስድራ ናይትሮጅን,B,,
54,chemistry,2016,Chemistry,ጂፕሰም ተባሂሉ ዝፍለጥ ዉሁድ ኬሚካዊ ፎርሙላኡ ኣየናይ እዩ?,CaSO~4~.~[[1/2]]~H~2~O,CaSO~4~.H~2~O,CaSO~4~.2H~2~O,CaSO~4~.CaCO~3~,C,,
55,chemistry,2016,Chemistry,ኣብ ሓደ ኣርኬ ካብ ፀጋም ናብ የማን እንትንጉዓዝ ኣቶማዊ አሃዝ እንትዉስኽ ኤለክትሮ-ኣሉታነት፦,ይዉስኽ,ይቅንስ,ለዉጢ ኣየርእይን,ብማዕረ ይውስኽን ይቅንስን,A,,
56,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ኢ-ብረታውያን ባእታታት ዑደት ኤሌክትሪክ ዘመሓላልፍ ኣየናይ እዩ?,ኣልማዝ,ሳልፈር,ቻርኮል,ግራፋይት,D,,
57,chemistry,2016,Chemistry,ካብዞም ዝስዕቡ ንጉድለት መንደሊቭ ዘይገልፅ ሓሳብ ኣየናይ እዩ?,ጉጉይ ኣቀማምጣ ሃይድሮጅን።,ንዘይተረኸቡ ባእታታት ቦታ ምግዳፉ።,ንኣይሶቶፓት ቦታ ዘይምሃብ።,ባእታታት ኣብ ሓደ ሰደቃ ዘይምቅማጡ።,B,,
58,chemistry,2016,Chemistry,ኣብ ከርሰ መሬት ካብ ዝርከቡ ብረታዉያን ባእታታት ብዝላዓለ መጠን ዝርከብ ባእታ ኣየናይ እዩ?,ሓፂን,ማግኒዥየም,ኣሉምኒየም,ዚንክ,C,,
59,chemistry,2016,Chemistry,እቲ ቀዳማይ ስእሊ ኣርባዕተ ሞለኪዩላት ዓዉደ ኣካል ቅድሚ ለዉጢ ምግባሩ የርእይ። ድሕሪ ፊዚካዊ ለዉጢ ምግባሩ ምስቲ ቀዳማይ ዓዉደ ኣካል ተመሳሳሊ ዓዉደ ኣካል ዝሓዘ ኣበየናይ ስእሊ ዝርከብ እዩ?,ለን ሐን,መ,ሀን መን,U,D,,q59_chemistry_2016.jpg
60,chemistry,2016,Chemistry,ጨና ፃዕዳ ሽጉርቲ ዘለዎ ዉሁድ፣ ሞለኩላዊ መጠን ኣካል 162 ግ/ሞል ዘለዎ ኮይኑ፣ መባእታዊ ትንተናኡ 44.4% ካርቦን፣ 6.21% ሃይድሮጅን፣ 39.5% ሳልፈር፣ 9.89% ኦክስጅን ዝሓዘ እዩ። ናይዚ ዉሁድ ሞለኩዩላዊ ፎርሙላ ዝሓዘ መማረፂ ኣየናይ እዩ?,C~6~H~10~S~2O~,C~2~H~5~S~2~O~2~,C~5~H~7~S~2~O~2~,C~4~H~10~S~2~O~3~,A,,
1,ፊዚክስ,2016,Physics,"ትኽክል ዝኾነ መልሲ ምስመረፅካ/ኪ፣ ነቲ መልሲ ዝሓዘ ፊደል ኣብ መልሲ መውሀቢ ወረቐት ኣፀልም/ሚ።

ሓ = (ኢ×መኣ₁×መኣ₂)/ር² ኣብ ዝብል ምዕሪት ሓይሊ ናይ ""ኢ"" ኣሃድ እንትግበጥ እንታይ ይኸውን?",[[ኒሜ/ኪ.ግ²]],[[ኒሜ²/ኪ.ግ²]],[[ኒሜ² ኪ.ግ²]],[[ኪ.ግ²/ኒሜ²]],B,,
2,ፊዚክስ,2016,Physics,ካብዞም ዝስዕቡ ረብሓ ምፍላጥ ፃዕቒ ኣካላት ዘይኮነ ኣየናይ እዩ?,ተንሳፈፍትን ጠንካራታትን ኣካላት ንምፍላይ ይሕግዝ፡፡,ፅሬት ኣካላት (ዘይተበረዙ ምዃኖም ) ንምፍላጥ ይጠቅም፡፡,ጥንካረ ህንፃታት ንምግማት የኽእል፡፡,ኣካላት ሕብሮም ንምፍላይ ይሕግዝ፡፡,D,,
3,ፊዚክስ,2016,Physics,ብመሰረት ቀዳማይ ሕጊ ኒውተን ኣብ ልዕሊ ሓደ ኣካል ዝዓርፍ ደጋዊ ጥሙር ሓይሊ ኣልቦ እንተኾይኑ እቲ ኣካል ወይ ኣብ ዕረፍቲ ይነብር ወይ ድማ _____ እዩ።,ኣብ ኢተለዋዋጢ ቅስቃሰ,ኣብ ኢ-ተለዋዋጢ ናህራዊ ቅስቃሰ እዩ፡፡,ኣብ ተለዋዋጢ ቅስቃሰ,ኣብ ተለዋዋጢ ናህራዊ ቅስቃሰ,A,,
4,ፊዚክስ,2016,Physics,ካብዞም ዝስዕቡ ብፅልዋ ፀቕጢ ከባቢ ኣየር ዘይሰርሕ ኣየናይ እዩ?,ሲሪንጋ,መምጢ ቱቦ,መጣበቒ ፕላስቲክ,ሃይድሮሊክ ፕረስ,D,,
5,ፊዚክስ,2016,Physics,ሞለኲላት ናይቲ ኣካል ቦትኦም ለቒቖም (ካብ ሓደ ቦታ ናብ ካልእ) ብምኻድ ዝግበር ምትሕልላፍ ሙቐት እንታይ ይበሃል?,ርክባዊ,ዑደታዊ,ጨረርታዊ,ሞገዳዊ,B,,
6,ፊዚክስ,2016,Physics,"30 ኪ.ግ ዝምዘን ኣሎሚንየም 27,000 ጅውል ዝኣክል ሙቐት እንተረኺቡ፡ ረስኒ ኣሉሚንየም ካብ ዝነበሮ ብኽንደይ ይውስኸ? (ንፁር ዕቀባ ሙቐት ኣሉሚንየም  = 900 [[ጅ/ኪ.ግ°ሴ]])",900°ሴ,810°ሴ,30°ሴ,1°ሴ,D,,
